,User,Date,Tweet,Tweets Ago,Compound,Negative,Neutral,Positive
516,@CNN,Sat Sep 22 00:17:30 +0000 2018,"These golden retriever puppies are the newest members of Chile's police canine training unit, and they stole the sh… https://t.co/EbI1JmeBDN",117,0.0,1.0,0.0,0.0
517,@CNN,Sat Sep 22 00:13:33 +0000 2018,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/JiQLckWmmd https://t.co/Cofl8ukCtc,118,0.1779,0.876,0.0,0.124
518,@CNN,Sat Sep 22 00:05:56 +0000 2018,"RT @OutFrontCNN: ""I don't pretend to know the full story of who would be trying to put a knife in Rod's back,"" says James Trusty, longtime…",119,0.5417,0.836,0.0,0.164
519,@CNN,Sat Sep 22 00:01:08 +0000 2018,"Comcast is bidding against 21st Century Fox and its powerful backer, Disney, on Saturday in an auction that is desi… https://t.co/U9zCLZTh9s",120,0.4215,0.877,0.0,0.123
520,@CNN,Fri Sep 21 23:56:05 +0000 2018,President Trump plans to award the Medal of Honor to a retired Army medic for his service in Afghanistan in 2008… https://t.co/SgEMITky6V,121,0.8689,0.647,0.0,0.353
521,@CNN,Fri Sep 21 23:53:22 +0000 2018,Republican Sen. Lisa Murkowski says she plans to wait until after SCOTUS nominee Brett Kavanaugh and Christine Blas… https://t.co/F2K4gkAq8y,122,0.0,1.0,0.0,0.0
522,@CNN,Fri Sep 21 23:43:57 +0000 2018,"RT @OutFrontCNN: ""The Deputy Attorney General...is not the private attorney of Donald Trump, and the President can't get that through his h…",123,0.0,1.0,0.0,0.0
523,@CNN,Fri Sep 21 23:43:46 +0000 2018,"President Trump holds a rally in Springfield, Missouri. Follow live updates: https://t.co/jP4vo5WW3L https://t.co/SJID8aJ8cG",124,0.0,1.0,0.0,0.0
524,@CNN,Fri Sep 21 23:42:13 +0000 2018,RT @CNNSitRoom: Secretary of State Mike Pompeo issues a stark warning to Iran: “They’re going to be held accountable” https://t.co/HAOwzSOU…,125,-0.34,0.882,0.118,0.0
525,@CNN,Fri Sep 21 23:21:04 +0000 2018,"A man who threatened to shoot President Donald Trump has been captured in Ohio, a law enforcement official said https://t.co/ZxnX0FDcDu",126,-0.6597,0.748,0.252,0.0
526,@CNN,Fri Sep 21 23:11:08 +0000 2018,5 questions after reading the Rod Rosenstein bombshell report | Analysis by @CillizzaCNN https://t.co/d6Hti5ohL1 https://t.co/wxhp4nZvrx,127,0.0,1.0,0.0,0.0
527,@CNN,Fri Sep 21 23:01:08 +0000 2018,"A man in Anchorage, Alaska, pleaded guilty to assaulting a woman who said he strangled her unconscious and sexually… https://t.co/MHefWn9HMb",128,-0.8625,0.61,0.39,0.0
528,@CNN,Fri Sep 21 22:57:02 +0000 2018,RT @CNNPolitics: Senate Judiciary Committee proposes Wednesday hearing with testimony from Brett Kavanaugh and Christine Blasey Ford. Propo…,129,0.0,1.0,0.0,0.0
529,@CNN,Fri Sep 21 22:53:37 +0000 2018,RT @CNNSitRoom: Former CIA chief Leon Panetta says Trump suggesting that some of the information related to the Russia probe that he sought…,130,0.0,1.0,0.0,0.0
530,@CNN,Fri Sep 21 22:51:25 +0000 2018,Prosecutors have expanded their investigation into alleged rape by a California surgeon and are looking into allege… https://t.co/MeUCvwZStC,131,-0.6908,0.773,0.227,0.0
531,@CNN,Fri Sep 21 22:38:56 +0000 2018,"Manuel Oliver, father of a Parkland victim, has created a poignant bronze-coated sculpture that has a message for v… https://t.co/bS7NWNegtK",132,-0.0258,0.785,0.11,0.105
532,@CNN,Fri Sep 21 22:27:18 +0000 2018,"Tonight on Full Circle, @chefjoseandres discusses his efforts feeding those affected by Hurricane Florence in the C… https://t.co/V5sqDIhuHM",133,-0.1531,0.914,0.086,0.0
533,@CNN,Fri Sep 21 22:26:54 +0000 2018,"RT @CNNSitRoom: Former CIA Director Leon Panetta says that if President Trump fires Deputy Attorney General Rod Rosenstein, ""it raises conc…",134,0.0,1.0,0.0,0.0
534,@CNN,Fri Sep 21 22:26:27 +0000 2018,This is Trump's model for losing Congress and winning re-election | Analysis by CNN's Z. Byron Wolf with visuals by… https://t.co/56cngbc6XR,135,0.2023,0.75,0.108,0.142
535,@CNN,Fri Sep 21 22:14:39 +0000 2018,RT @CNNSitRoom: The personal Gmail accounts of an unspecified number of US senators and Senate staff have been targeted by foreign governme…,136,0.0772,0.942,0.0,0.058
536,@CNN,Fri Sep 21 22:14:09 +0000 2018,"Tonight on Full Circle, @chefjoseandres discusses his efforts feeding those affected by Hurricane Florence in the C… https://t.co/HU4NjHY1UM",137,-0.1531,0.914,0.086,0.0
537,@CNN,Fri Sep 21 22:12:47 +0000 2018,"Papa John's is considering a sleek, boxy new logo that drops the apostrophe -- turning Papa John's into Papa Johns… https://t.co/7l3JSWm7qf",138,0.0,1.0,0.0,0.0
538,@CNN,Fri Sep 21 22:03:15 +0000 2018,Low unemployment combined with a strong economy means the US Army is unlikely to meet its recruitment goal for the… https://t.co/bgr9EqA8BE,139,-0.1779,0.672,0.198,0.13
539,@CNN,Fri Sep 21 22:00:40 +0000 2018,"RT @CNNSitRoom: President Donald Trump, in a series of tweets Friday, deviated from his previously measured comments about the woman who ha…",140,0.0,1.0,0.0,0.0
540,@CNN,Fri Sep 21 21:57:35 +0000 2018,"Online retailer Yandy has stopped selling a sexy ""Handmaid's Tale"" costume following widespread outcry on social me… https://t.co/jcb1eCpNAo",141,-0.2023,0.619,0.23,0.15
541,@CNN,Fri Sep 21 21:48:49 +0000 2018,First lady Melania Trump's spokeswoman has been reprimanded for violating the Hatch Act in July… https://t.co/mptZ0shQVl,142,-0.5423,0.811,0.189,0.0
542,@CNN,Fri Sep 21 21:37:16 +0000 2018,"Most people don't report sexual harassment, and a majority think that's a real problem, data shows… https://t.co/1SrTxl8rau",143,0.0387,0.701,0.146,0.154
543,@CNN,Fri Sep 21 21:31:37 +0000 2018,Michelle Obama is selling out arenas -- for her book tour https://t.co/QxUPTPotE7 https://t.co/s8zs7md3wZ,144,0.0,1.0,0.0,0.0
544,@CNN,Fri Sep 21 21:14:57 +0000 2018,"In the days after James Comey's firing, Deputy AG Rod Rosenstein discussed wearing a ""wire"" to record conversations… https://t.co/DY9ql4QFxD",145,-0.34,0.876,0.124,0.0
545,@CNN,Fri Sep 21 21:07:30 +0000 2018,A group of women who identified themselves as friends and former colleagues of Brett Kavanaugh defended the embattl… https://t.co/67sVa1YLFa,146,0.4767,0.846,0.0,0.154
546,@CNN,Fri Sep 21 21:01:06 +0000 2018,"Zimbabwe's Emmerson Mnangagwa says he will not overstay his welcome as President, as many accused his predecessor,… https://t.co/NDiIKNTcr3",147,-0.569,0.774,0.226,0.0
547,@CNN,Fri Sep 21 20:54:27 +0000 2018,"RT @CNNPolitics: Republican Sen. Susan Collins says she is ""appalled"" by President Trump's tweets about Christine Blasey Ford https://t.co/…",148,0.0,1.0,0.0,0.0
548,@CNN,Fri Sep 21 20:51:49 +0000 2018,"Sen. Susan Collins said she is ""appalled"" by a tweet from President Trump disparaging the woman who has accused Sup… https://t.co/FQbakYpeGf",149,-0.6597,0.769,0.231,0.0
549,@CNN,Fri Sep 21 20:51:06 +0000 2018,"RT @CNNnewsroom: ""He really always made space at the table ... that was who he was."" @wkamaubell shares from his experience traveling along…",150,0.296,0.909,0.0,0.091
550,@CNN,Fri Sep 21 20:50:57 +0000 2018,"RT @TheLeadCNN: President Trump unleashed today on Kavanaugh accuser, Christine Blasey Ford, after days of uncharacteristic restraint: @kai…",151,0.0,1.0,0.0,0.0
551,@CNN,Fri Sep 21 20:48:39 +0000 2018,"A Catholic bishop in India was arrested in the alleged rape of a nun, according to a police official. The news come… https://t.co/op9ruTuU27",152,-0.8316,0.698,0.302,0.0
552,@CNN,Fri Sep 21 20:39:16 +0000 2018,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/J4gIR7siYe",153,0.0,1.0,0.0,0.0
553,@CNN,Fri Sep 21 20:38:34 +0000 2018,"RT @TheLeadCNN: “This isn’t the first time our viewers have heard the term 25th Amendment. They know what it means.” 

@jaketapper on repor…",154,0.0,1.0,0.0,0.0
554,@CNN,Fri Sep 21 20:29:54 +0000 2018,Amazon's Alexa-enabled microwave can respond to your commands and figure out how long to cook your dinner… https://t.co/lI78smW0XW,155,0.0,1.0,0.0,0.0
555,@CNN,Fri Sep 21 20:26:57 +0000 2018,"The college student who faked a promotional poster and hung it up at a McDonald's in Pearland, Texas, and his frien… https://t.co/BE8nNXc9Ke",156,0.0,1.0,0.0,0.0
556,@CNN,Fri Sep 21 20:17:39 +0000 2018,There are 46 days to go until the midterms. Will Democrats take the House? @DanaBashCNN went to Colorado's 6th cong… https://t.co/4VVPxrools,157,0.0,1.0,0.0,0.0
557,@CNN,Fri Sep 21 20:15:52 +0000 2018,"RT @AC360: Tonight on Full Circle, @chefjoseandres discusses his efforts feeding those affected by Hurricane Florence in the Carolinas and…",158,-0.1531,0.922,0.078,0.0
558,@CNN,Fri Sep 21 20:11:51 +0000 2018,UK fruit farmers feel the squeeze as Brexit looms https://t.co/ZoCq12Zv47 https://t.co/gzjsJQ27JB,159,-0.1531,0.862,0.138,0.0
559,@CNN,Fri Sep 21 20:03:32 +0000 2018,RT @CNNnewsroom: But what exactly IS the 25th Amendment? Few better to explain the measure that Deputy AG Rod Rosenstein is reported to hav…,160,0.4404,0.888,0.0,0.112
560,@CNN,Fri Sep 21 19:59:31 +0000 2018,"A federal agency is suing Walmart for discriminating against pregnant employees, alleging that the company violated… https://t.co/FhqjI3jVlE",161,-0.2732,0.877,0.123,0.0
561,@CNN,Fri Sep 21 19:48:42 +0000 2018,Supreme Court Justice Ruth Bader Ginsburg speaks at Columbia Law School. Watch on Facebook: https://t.co/I1O2fqsset https://t.co/udSXlzKjCK,162,0.7906,0.667,0.0,0.333
562,@CNN,Fri Sep 21 19:32:30 +0000 2018,"Ed Whelan, a conservative strategist and defender of Supreme Court nominee Brett Kavanaugh, apologized for making ""… https://t.co/iDiSuet7b9",163,0.743,0.657,0.0,0.343
563,@CNN,Fri Sep 21 19:26:38 +0000 2018,"The rate of Americans living with Alzheimer's is expected to double by 2060, a new CDC study finds… https://t.co/ky9MfVxIDM",164,0.0,1.0,0.0,0.0
564,@CNN,Fri Sep 21 19:18:40 +0000 2018,RT @CNNMoney: The disappearing White House press briefings explained https://t.co/HleLNLHxN6 https://t.co/laVpJUt5IM,165,0.0,1.0,0.0,0.0
565,@CNN,Fri Sep 21 19:18:33 +0000 2018,"RT @CNNnewsroom: ""My first impression in reading this is, I don't credit it.""  Michael Zeldin says #NYT report on Deputy AG Rosenstein disc…",166,-0.0731,0.83,0.091,0.079
566,@CNN,Fri Sep 21 19:11:25 +0000 2018,"Nine golden retriever puppies are the newest members of the national police canine training unit in Santiago, Chile… https://t.co/OnKOx18Dn2",167,0.0,1.0,0.0,0.0
567,@CNN,Fri Sep 21 19:01:47 +0000 2018,"Comedienne Ego Nwodim will join ""SNL"" when Season 44 kicks off later this month, NBC says https://t.co/z5w6PHhzpu https://t.co/giYY9H5Ht3",168,0.4215,0.808,0.0,0.192
568,@CNN,Fri Sep 21 18:45:08 +0000 2018,"Sen. Mitch McConnell: “You’ve watched the fight. You’ve watched the tactics. ... In the very near future, Judge Kav… https://t.co/OKls7Rv8lL",169,-0.3818,0.88,0.12,0.0
569,@CNN,Fri Sep 21 18:31:30 +0000 2018,"In the days after Comey's firing, Deputy AG Rod Rosenstein discussed wearing a ""wire"" to record conversations with… https://t.co/6FuhId2lWA",170,-0.34,0.876,0.124,0.0
570,@CNN,Fri Sep 21 18:30:12 +0000 2018,Google employees last year considered displaying pro-immigration information when people searched terms related to… https://t.co/YV51XDVkNf,171,0.0,1.0,0.0,0.0
571,@CNN,Fri Sep 21 18:20:08 +0000 2018,"Astronomers have found an exoplanet reminiscent of the planet Vulcan from ""Star Trek,"" orbiting a star in a system… https://t.co/tDSJBtL7EN",172,0.0,1.0,0.0,0.0
572,@CNN,Fri Sep 21 18:10:07 +0000 2018,Google employees last year considered displaying pro-immigration information when people searched terms related to… https://t.co/ZTrN1e8tKs,173,0.0,1.0,0.0,0.0
573,@CNN,Fri Sep 21 18:00:21 +0000 2018,"Over 3 million people died from alcohol consumption in 2016, equating to 1 in 20 deaths globally, according to a ne… https://t.co/N2XEAooSAS",174,-0.5574,0.833,0.167,0.0
574,@CNN,Fri Sep 21 17:50:08 +0000 2018,"President Trump's star on the Hollywood Walk of Fame was defaced yet again this week, this time covered by wooden b… https://t.co/z7FpsriUVE",175,0.4404,0.879,0.0,0.121
575,@CNN,Fri Sep 21 17:40:09 +0000 2018,Rihanna has been appointed an ambassador of Barbados https://t.co/uCbXGGIRxX https://t.co/0qkw2zwtFm,176,0.0,1.0,0.0,0.0
576,@CNN,Fri Sep 21 17:35:04 +0000 2018,The Senate Judiciary Committee will likely propose holding a hearing next Wednesday where they will hear testimony… https://t.co/WkhUQkZ6o8,177,0.0,1.0,0.0,0.0
577,@CNN,Fri Sep 21 17:30:13 +0000 2018,"A 23-year-old man has been charged with murder in the stabbing death of a Washington woman who was jogging, in what… https://t.co/GcjkCBZAcw",178,-0.886,0.62,0.38,0.0
578,@CNN,Fri Sep 21 17:20:05 +0000 2018,"These grungy, taped-up designer sneakers sell for $530. Critics say they glorify poverty https://t.co/vxif6KmZ5a https://t.co/lsBwWJhEpo",179,-0.2023,0.566,0.259,0.175
579,@CNN,Fri Sep 21 17:15:10 +0000 2018,These tweets show why people don't report sexual assaults https://t.co/0iW4NuYd74,180,0.431,0.759,0.0,0.241
580,@CNN,Fri Sep 21 17:10:09 +0000 2018,"China just blocked Amazon's video game streaming service, Twitch  https://t.co/O9wRoAM8VO https://t.co/1iTheF375w",181,-0.2732,0.826,0.174,0.0
581,@CNN,Fri Sep 21 17:05:06 +0000 2018,"Christine Blasey Ford, the woman who has accused Brett Kavanaugh of sexual assault, will speak to the FBI on Friday… https://t.co/5TAoHjLrfm",182,-0.7184,0.76,0.24,0.0
582,@CNN,Fri Sep 21 17:00:11 +0000 2018,"This 94-year-old World War II vet hands out chocolate bars to strangers and people love it.

He's been melting hear… https://t.co/FcLRHnf2JX",183,0.0772,0.701,0.144,0.155
583,@CNN,Fri Sep 21 16:50:09 +0000 2018,California bans plastic straws in full-service restaurants -- unless customers request one https://t.co/XTdRtb0c1C https://t.co/yksZnCGiQH,184,0.0,1.0,0.0,0.0
584,@CNN,Fri Sep 21 16:40:53 +0000 2018,Mother of 7-year-old rape victim in India says attacker should be hanged https://t.co/CkGlqlySVH https://t.co/QjTOnJ7sUY,185,-0.8885,0.512,0.488,0.0
585,@CNN,Fri Sep 21 16:35:04 +0000 2018,"President Trump appears to back away from his earlier demand for the ""immediate declassification"" of various docume… https://t.co/N4V32GSWlK",186,-0.128,0.919,0.081,0.0
586,@CNN,Fri Sep 21 16:30:15 +0000 2018,A woman who shot dead three people at a Rite Aid distribution center in Maryland was a disgruntled employee working… https://t.co/2J6cjg1If5,187,-0.6486,0.798,0.202,0.0
587,@CNN,Fri Sep 21 16:20:00 +0000 2018,Amazon's Alexa-enabled microwave can respond to your commands and figure out how long to cook your dinner… https://t.co/mYCIhu60rX,188,0.0,1.0,0.0,0.0
588,@CNN,Fri Sep 21 16:10:20 +0000 2018,A swarm of drones illuminated the night sky above Amsterdam https://t.co/5YenLxor1X via @CNNStyle https://t.co/vACrTM1SpB,189,0.0,1.0,0.0,0.0
589,@CNN,Fri Sep 21 16:01:28 +0000 2018,"Astronomers have found an exoplanet reminiscent of the planet Vulcan from ""Star Trek,"" orbiting a star in a system… https://t.co/qWJQQRihsW",190,0.0,1.0,0.0,0.0
590,@CNN,Fri Sep 21 16:00:22 +0000 2018,"The trip of a lifetime, with one of the greats. Join @WKamauBell and #Bourdain for an unforgettable trip to #Kenya… https://t.co/PQcILOOed3",191,0.296,0.896,0.0,0.104
591,@CNN,Fri Sep 21 15:47:24 +0000 2018,"Jake Tapper, in partnership with https://t.co/AktQdXZKhT, looks at Hillary Clinton's misleading comments about Pres… https://t.co/2maIi8Ft3J",192,-0.4019,0.838,0.162,0.0
592,@CNN,Fri Sep 21 15:30:10 +0000 2018,Google employees last year considered displaying pro-immigration information when people searched terms related to… https://t.co/JNmICd8C0s,193,0.0,1.0,0.0,0.0
593,@CNN,Fri Sep 21 15:21:55 +0000 2018,Former Vice President Joe Biden says he understood at the time of the Anita Hill hearing the gravity of women comin… https://t.co/gnvaeLGP3q,194,0.0,1.0,0.0,0.0
594,@CNN,Fri Sep 21 15:07:22 +0000 2018,"Mitch McConnell: “You’ve watched the fight. You’ve watched the tactics, But here’s what I want to tell you: In the… https://t.co/wXE0leOQkn",195,-0.3182,0.822,0.119,0.059
595,@CNN,Fri Sep 21 14:50:00 +0000 2018,This is how a luxury superyacht is built https://t.co/BrrsE9efcq https://t.co/jP7DP2JFiz,196,0.0,1.0,0.0,0.0
596,@CNN,Fri Sep 21 14:40:00 +0000 2018,A satellite successfully tested its new space-cleaning technology as part of a plan to clean up the thousands of pi… https://t.co/OcmwG2ZMDy,197,0.7096,0.742,0.0,0.258
597,@CNN,Fri Sep 21 14:30:14 +0000 2018,"Over three million people died from alcohol consumption in 2016, equating to 1 in 20 deaths globally, according to… https://t.co/57L3AEjQh3",198,-0.5574,0.833,0.167,0.0
598,@CNN,Fri Sep 21 14:20:06 +0000 2018,"President Trump's star on the Hollywood Walk of Fame was defaced yet again this week, this time covered by wooden b… https://t.co/MADXyulHLx",199,0.4404,0.879,0.0,0.121
599,@CNN,Fri Sep 21 14:10:04 +0000 2018,"President Trump: Kavanugh accuser Christine Blasey Ford would have gone to the police if the attack ""was as bad as… https://t.co/k41lsAHEW5",200,-0.765,0.742,0.258,0.0
600,@foxnews,Sun Sep 23 00:19:00 +0000 2018,Killer who stabbed UCLA student 19 times gets life sentence without parole https://t.co/vSAzrxkJGi,1,-0.7845,0.541,0.389,0.07
601,@foxnews,Sun Sep 23 00:08:53 +0000 2018,RT @FoxBusiness: Amazon is crushing traditional banks on loyalty scores: Study  https://t.co/Fe38UXJzJV,2,0.4019,0.539,0.15,0.311
602,@foxnews,Sun Sep 23 00:05:00 +0000 2018,Soldier returns from Florence relief effort to find NC home burglarized https://t.co/fUfM8lBadR,3,0.4767,0.78,0.0,0.22
603,@foxnews,Sun Sep 23 00:02:01 +0000 2018,TOMORROW: @BenShapiro breaks down the critical issues in the midterm elections on the premiere of “The Ben Shapiro… https://t.co/G9xVLwjqLd,4,-0.3182,0.887,0.113,0.0
604,@foxnews,Sun Sep 23 00:02:00 +0000 2018,SUNDAY: Don't miss an exclusive interview with @LindseyGrahamSC on @FoxNewsSunday. Check your local listings and tu… https://t.co/7eMBXCZNfY,5,0.0191,0.842,0.077,0.081
605,@foxnews,Sat Sep 22 23:59:03 +0000 2018,China cancels trade talks with US amid escalation in tariff threats https://t.co/bIlcJcTMfu,6,-0.5719,0.68,0.32,0.0
606,@foxnews,Sat Sep 22 23:56:00 +0000 2018,"Patti Davis, Ronald Reagan's daughter, says she's sexual assault survivor in op-ed defending Kavanaugh's accuser https://t.co/3SXIuNSO8i",7,-0.3182,0.69,0.187,0.123
607,@foxnews,Sat Sep 22 23:50:00 +0000 2018,".@CommishSmith: ""One problem is the refusal of a lot of Democrats to accept the results of the last election."" https://t.co/kqVvj95tWo",8,-0.0258,0.762,0.121,0.117
608,@foxnews,Sat Sep 22 23:42:00 +0000 2018,".@GreggJarrett: ""I find it astonishing that the @POTUS is being investigated over something that is not even remote… https://t.co/cnNUyQ9zOG",9,0.0,1.0,0.0,0.0
609,@foxnews,Sat Sep 22 23:38:00 +0000 2018,"SUNDAY on @SundayFutures, @MariaBartiromo's exclusive interview with National Security Adviser @AmbJohnBolton - Tun… https://t.co/qjRzSoKeRz",10,0.4404,0.738,0.0,0.262
610,@foxnews,Sat Sep 22 23:34:00 +0000 2018,".@GreggJarrett: ""[Mueller] should have recused himself from the very beginning, never taken the case, because of mu… https://t.co/B36QNNVmkz",11,0.0,1.0,0.0,0.0
611,@foxnews,Sat Sep 22 23:30:40 +0000 2018,September is Brain Aneurysm Awareness Month. Todd Crawford of the @lisa_foundation joined @EricShawnTV to discuss r… https://t.co/bv8QNOLrL3,12,0.0,1.0,0.0,0.0
612,@foxnews,Sat Sep 22 23:30:00 +0000 2018,Long-dormant Yellowstone hot spring erupts https://t.co/kOt0sLm0Ft,13,0.0,1.0,0.0,0.0
613,@foxnews,Sat Sep 22 23:26:00 +0000 2018,".@GreggJarrett: ""Everybody's presumed innocent until proven guilty. But that's not the way this special counsel and… https://t.co/QZ3He6fyfv",14,0.4069,0.627,0.125,0.247
614,@foxnews,Sat Sep 22 23:19:00 +0000 2018,".@GreggJarrett: ""[Michael Cohen pleaded] guilty to a non-crime...This is what prosecutors wanted. They wanted somet… https://t.co/5xnMpE4bSc",15,-0.4215,0.833,0.167,0.0
615,@foxnews,Sat Sep 22 23:14:00 +0000 2018,'Serial arsonist' gets 74 years for blaze that killed 2 firefighters https://t.co/IJbBaMyJlP,16,-0.6705,0.69,0.31,0.0
616,@foxnews,Sat Sep 22 23:03:42 +0000 2018,"While picking up boxes of donated bananas, the Texas Department of Criminal Justice noticed something was off. Amon… https://t.co/l9uW3912DR",17,0.0,0.714,0.143,0.143
617,@foxnews,Sat Sep 22 22:56:00 +0000 2018,Minnesota state lawmaker ends reelection bid amid daughter's allegations of inappropriate touching https://t.co/HpzEWrylpQ,18,0.0,1.0,0.0,0.0
618,@foxnews,Sat Sep 22 22:48:25 +0000 2018,"Lawmakers are demanding answers on how U.S. federal agencies ""lost"" nearly 1,500 migrant children; William La Jeune… https://t.co/NhZ4cwgzSc",19,-0.2263,0.899,0.101,0.0
619,@foxnews,Sat Sep 22 22:48:00 +0000 2018,New York barber goes viral for giving man in wheelchair a haircut outdoors https://t.co/v5f7171KIM,20,0.34,0.833,0.0,0.167
620,@foxnews,Sat Sep 22 22:39:39 +0000 2018,Texas shelter puppy finds home working with dispatchers at city’s communication center https://t.co/mPtZvvQzdF,21,0.0,1.0,0.0,0.0
621,@foxnews,Sat Sep 22 22:38:03 +0000 2018,"RT @FoxNewsResearch: Election Spotlight
→ Countdown: 𝟒𝟱 𝐝𝐚𝐲𝐬 to the midterms

Recent First-Term Midterms:

•Clinton (1994): House Dems had…",22,0.0,1.0,0.0,0.0
622,@foxnews,Sat Sep 22 22:27:07 +0000 2018,".@jeffmason1 on Dr. Ford testifying before Senate: ""If Republicans don't treat this cautiously and with respect, th… https://t.co/MSPrI4740t",23,0.2124,0.749,0.106,0.145
623,@foxnews,Sat Sep 22 22:24:00 +0000 2018,Congressional sources 'blind-sided' by Trump decision to back off FISA declassification https://t.co/Omnmbgd1vK,24,0.0,1.0,0.0,0.0
624,@foxnews,Sat Sep 22 22:15:30 +0000 2018,.@Jason_Aldean took a moment during the @iHeartRadio Music Festival in Las Vegas on Friday thank the members of law… https://t.co/8jXL0kI6mG,25,0.6908,0.749,0.0,0.251
625,@foxnews,Sat Sep 22 22:05:54 +0000 2018,Ford ‘accepts’ request to tell her side of alleged Kavanaugh assault; lawyers request Thursday hearing https://t.co/c9wEiOA91V,26,-0.5859,0.798,0.202,0.0
626,@foxnews,Sat Sep 22 22:02:45 +0000 2018,.@MikeBloomberg is considering a run for The White House in 2020; @lauraingle reports. https://t.co/7XRKdUMc2i,27,0.0,1.0,0.0,0.0
627,@foxnews,Sat Sep 22 21:56:28 +0000 2018,"Anita Vogel: ""It was just a little over two years ago when @tedcruz was battling it out for the highest office in t… https://t.co/OIA7kelzb6",28,-0.2732,0.913,0.087,0.0
628,@foxnews,Sat Sep 22 21:48:00 +0000 2018,"Tennessee father accused of starting house fire, setting daughter's wheelchair ablaze 'while she was in it,' offici… https://t.co/VqG5ijhpKE",29,-0.5574,0.777,0.223,0.0
629,@foxnews,Sat Sep 22 21:42:00 +0000 2018,Cosby to fight 'sexually violent predator' tag at sentencing https://t.co/PIWu64enHW,30,-0.7964,0.464,0.536,0.0
630,@foxnews,Sat Sep 22 21:36:00 +0000 2018,"More than a dozen victims accuse California surgeon, girlfriend of rape; called 'Bonnie and Clyde' team https://t.co/BvRe1OBgRt",31,-0.8428,0.589,0.411,0.0
631,@foxnews,Sat Sep 22 21:30:31 +0000 2018,Rod Rosenstein is pushing back against The New York Times report that he suggested wearing a wire to record @POTUS… https://t.co/4EisiNlotN,32,0.0,1.0,0.0,0.0
632,@foxnews,Sat Sep 22 21:26:43 +0000 2018,.@rihanna appointed as ambassador to her native Barbados https://t.co/TkqSJjo05Z,33,0.0,1.0,0.0,0.0
633,@foxnews,Sat Sep 22 21:20:08 +0000 2018,"Under President @MikeBloomberg, we might have had Secretary @Oprah https://t.co/mK85TZnjnx",34,0.0,1.0,0.0,0.0
634,@foxnews,Sat Sep 22 21:11:00 +0000 2018,Justin Theroux breaks silence on 'painless' Jennifer Aniston breakup for the first time https://t.co/zxOQwizLlN,35,0.0,1.0,0.0,0.0
635,@foxnews,Sat Sep 22 21:03:51 +0000 2018,"Three brothers saved for years to open a motel in North Carolina. But when Hurricane Florence ravaged the area, the… https://t.co/t7O4BNaL2R",36,0.4215,0.872,0.0,0.128
636,@foxnews,Sat Sep 22 20:59:00 +0000 2018,California woman hiking in Michigan falls to death while taking selfie: officials https://t.co/d3Yzop49Sb,37,-0.5994,0.755,0.245,0.0
637,@foxnews,Sat Sep 22 20:50:10 +0000 2018,".@bevhallberg on 2018 midterms: ""[Republicans] need to out there and make it very clear that the reason why people… https://t.co/gH7jqLCBrN",38,0.4391,0.868,0.0,0.132
638,@foxnews,Sat Sep 22 20:46:35 +0000 2018,Farmers in North Carolina are suffering major losses following Hurricane Florence; @BryanLlenas reports.… https://t.co/X3jYnnU2dB,39,-0.7003,0.674,0.326,0.0
639,@foxnews,Sat Sep 22 20:45:00 +0000 2018,.@DanaPerino: What does it feel like to be married for 20 years? I'll tell you... https://t.co/j9GpkSdCtl,40,0.3612,0.857,0.0,0.143
640,@foxnews,Sat Sep 22 20:37:50 +0000 2018,"Stumping in Missouri, Trump says he'll clear out ‘lingering stench’ at FBI, DOJ https://t.co/4LO7G2FYqq",41,0.3818,0.833,0.0,0.167
641,@foxnews,Sat Sep 22 20:26:44 +0000 2018,Ford ‘accepts’ request to testify about alleged Kavanaugh assault; lawyers request Thursday hearing; @ellisonbarber… https://t.co/mr2ebD46Fu,42,-0.5859,0.787,0.213,0.0
642,@foxnews,Sat Sep 22 20:24:00 +0000 2018,'The Stakes Are Incredibly High':  @benshapiro Goes In-Depth on His Fox News Election Special https://t.co/FgI3MSP23B,43,0.4019,0.838,0.0,0.162
643,@foxnews,Sat Sep 22 20:20:48 +0000 2018,California police escort sister of slain deputy to middle school https://t.co/BkHkd8tNNL,44,0.0,1.0,0.0,0.0
644,@foxnews,Sat Sep 22 20:16:04 +0000 2018,".@Garrett_FoxNews: ""This afternoon attorneys for Christine Blasey Ford once again informed the Judiciary Committee… https://t.co/BgtcNWhN0H",45,0.0,1.0,0.0,0.0
645,@foxnews,Sat Sep 22 20:03:58 +0000 2018,".@SebGorka: Rosenstein Report Shows 'Unequivocally Corrupt' DOJ, FBI Under Obama https://t.co/DMAry1spHV",46,0.0,1.0,0.0,0.0
646,@foxnews,Sat Sep 22 19:56:40 +0000 2018,"Joel Rubin on Dr. Ford testifying: ""Sexual assault is not a red state issue, it's not a blue state issue, it's an A… https://t.co/gwNA2rveWl",47,-0.5859,0.847,0.153,0.0
647,@foxnews,Sat Sep 22 19:50:16 +0000 2018,".@JMfreespeech on Ford testifying: ""I think we are still talking about both sides of this fight trying to shape the… https://t.co/xnEUa8jFwI",48,-0.4588,0.87,0.13,0.0
